NR.,CODICE UNIONE,REGIONE,PROVINCIA,DESCRIZIONE UNIONE DI COMUNI,DATA COSTITUZIONE,NR. COMUNI,COMUNI,POP. UOMINI,POP. DONNE,POP. TOTALE
6,5200536030,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MARGHINE,1-Gen-2008,9,MACOMER,5123,5388,10511
7,5200536030,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MARGHINE,1-Gen-2008,9,NORAGUGUME,163,175,338
8,5200536030,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MARGHINE,1-Gen-2008,9,SILANUS,1089,1111,2200
9,5200536030,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MARGHINE,1-Gen-2008,9,SINDIA,871,940,1811
1,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,BITTI,1437,1582,3019
2,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,LODE',979,915,1894
3,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,LULA,763,732,1495
4,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,ONANI',213,217,430
5,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,ORUNE,1255,1306,2561
6,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,OSIDDA,113,117,230
7,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,POSADA,1384,1353,2737
8,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,SINISCOLA,5765,5704,11469
9,5200536040,SARDEGNA,NUORO,UNIONE DEI COMUNI DEL MONTALBO,1-Gen-2008,9,TORPE',1467,1424,2891
1,5200536010,SARDEGNA,NUORO,UNIONE DEI COMUNI VALLE DEL CEDRINO,1-Gen-2007,5,GALTELLI',1227,1245,2472
2,5200536010,SARDEGNA,NUORO,UNIONE DEI COMUNI VALLE DEL CEDRINO,1-Gen-2007,5,IRGOLI,1202,1143,2345
3,5200536010,SARDEGNA,NUORO,UNIONE DEI COMUNI VALLE DEL CEDRINO,1-Gen-2007,5,LOCULI,269,246,515
4,5200536010,SARDEGNA,NUORO,UNIONE DEI COMUNI VALLE DEL CEDRINO,1-Gen-2007,5,ONIFAI,370,372,742
5,5200536010,SARDEGNA,NUORO,UNIONE DEI COMUNI VALLE DEL CEDRINO,1-Gen-2007,5,OROSEI,3389,3405,6794
1,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,CARDEDU,875,934,1809
2,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,GAIRO,746,768,1514
3,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,JERZU,1579,1649,3228
4,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,OSINI,416,395,811
5,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,PERDASDEFOGU,1029,1013,2042
6,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,TERTENIA,1906,1909,3815
7,5200536060,SARDEGNA,NUORO,VALLE DEL PARDU E DEI TACCHI - OGLIASTRA MERIDIONALE,1-Gen-2009,7,ULASSAI,745,772,1517
1,5200956100,SARDEGNA,ORISTANO,COSTA DEL SINIS TERRA DEI GIGANTI,30-Dic-2016,5,BARATILI SAN PIETRO,663,666,1329
2,5200956100,SARDEGNA,ORISTANO,COSTA DEL SINIS TERRA DEI GIGANTI,30-Dic-2016,5,CABRAS,4501,4531,9032
3,5200956100,SARDEGNA,ORISTANO,COSTA DEL SINIS TERRA DEI GIGANTI,30-Dic-2016,5,NARBOLIA,906,895,1801
4,5200956100,SARDEGNA,ORISTANO,COSTA DEL SINIS TERRA DEI GIGANTI,30-Dic-2016,5,RIOLA SARDO,1088,1058,2146
5,5200956100,SARDEGNA,ORISTANO,COSTA DEL SINIS TERRA DEI GIGANTI,30-Dic-2016,5,SAN VERO MILIS,1278,1248,2526
1,5200956090,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEI FENICI,1-Gen-2006,5,PALMAS ARBOREA,743,739,1482
2,5200956090,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEI FENICI,1-Gen-2006,5,SANTA GIUSTA,2387,2424,4811
3,5200956090,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEI FENICI,1-Gen-2006,5,SIAMAGGIORE,500,470,970
4,5200956090,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEI FENICI,1-Gen-2006,5,SOLARUSSA,1240,1227,2467
5,5200956090,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEI FENICI,1-Gen-2006,5,VILLAURBANA,856,875,1731
1,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,ARDAULI,448,498,946
2,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,BIDONI',76,71,147
3,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,BUSACHI,652,727,1379
4,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,FORDONGIANUS,470,469,939
5,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,NEONELI,354,359,713
6,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,NUGHEDU SANTA VITTORIA,236,272,508
7,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,SAMUGHEO,1571,1612,3183
8,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,SORRADILE,195,222,417
9,5200956060,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL BARIGADU,1-Gen-2008,9,ULA TIRSO,283,297,580
1,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,BAULADU,349,354,703
2,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,BONARCADO,826,801,1627
3,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,CUGLIERI,1381,1430,2811
4,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,MILIS,769,822,1591
5,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,NURACHI,871,919,1790
6,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,SANTU LUSSURGIU,1213,1227,2440
7,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,SCANO DI MONTIFERRO,753,827,1580
8,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,SENEGHE,928,919,1847
9,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,SENNARIOLO,80,103,183
10,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,TRAMATZA,501,496,997
11,5200956080,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL MONTIFERRU E ALTO CAMPIDANO,1-Gen-2010,11,ZEDDIANI,586,572,1158
1,5200956010,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL TERRALBESE,1-Gen-2001,5,ARBOREA,2016,2032,4048
2,5200956010,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL TERRALBESE,1-Gen-2001,5,MARRUBIU,2502,2419,4921
3,5200956010,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL TERRALBESE,1-Gen-2001,5,SAN NICOLO' D'ARCIDANO,1409,1402,2811
4,5200956010,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL TERRALBESE,1-Gen-2001,5,TERRALBA,5210,5230,10440
5,5200956010,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DEL TERRALBESE,1-Gen-2001,5,URAS,1457,1503,2960
1,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,ALLAI,191,179,370
2,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,OLLASTRA,612,643,1255
3,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,SIAMANNA,417,407,824
4,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,SIAPICCIA,199,171,370
5,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,SIMAXIS,1152,1157,2309
6,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,VILLANOVA TRUSCHEDU,154,169,323
7,5200956070,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA BASSA VALLE DEL TIRSO E DEL GRIGHINE,1-Gen-2008,7,ZERFALIU,563,609,1172
1,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,BOSA,3891,4135,8026
2,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,FLUSSIO,214,240,454
3,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,MAGOMADAS,286,303,589
4,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,MODOLO,73,92,165
5,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,MONTRESTA,264,271,535
6,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,SAGAMA,92,101,193
7,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,SUNI,521,609,1130
8,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,TINNURA,129,139,268
9,5200956050,SARDEGNA,ORISTANO,UNIONE DEI COMUNI DELLA PLANARGIA E DEL MONTIFERRU OCCIDENTALE,1-Gen-2008,9,TRESNURAGHES,590,679,1269
1,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,ALBAGIARA,133,144,277
2,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,ALES,776,739,1515
3,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,ASSOLO,220,214,434
4,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,ASUNI,178,179,357
5,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,BARADILI,47,43,90
6,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,BARESSA,372,351,723
7,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,CURCURIS,149,165,314
8,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,GONNOSCODINA,264,241,505
9,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,GONNOSNO',392,408,800
10,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,MOGORELLA,235,228,463
11,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,MORGONGIORI,396,381,777
12,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,NURECI,170,178,348
13,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,PAU,148,152,300
14,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,RUINAS,367,361,728
15,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,SENIS,226,253,479
16,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,SIMALA,179,178,357
17,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,SINI,257,258,515
18,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,USELLUS,437,417,854
19,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,VILLA SANT'ANTONIO,185,197,382
20,5200956020,SARDEGNA,ORISTANO,UNIONE DI COMUNI ALTA MARMILLA,1-Gen-2007,20,VILLA VERDE,164,171,335
1,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,ABBASANTA,1416,1412,2828
2,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,AIDOMAGGIORE,221,251,472
3,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,BORONEDDU,82,83,165
4,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,GHILARZA,2215,2400,4615
5,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,NORBELLO,608,570,1178
6,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,PAULILATINO,1175,1172,2347
7,5200956040,SARDEGNA,ORISTANO,UNIONE DI COMUNI DEL GUILCIER,1-Gen-2008,7,TADASUNI,91,93,184
1,5200956030,SARDEGNA,ORISTANO,UNIONE DI COMUNI PARTE MONTIS,1-Gen-2007,5,GONNOSTRAMATZA,457,486,943
2,5200956030,SARDEGNA,ORISTANO,UNIONE DI COMUNI PARTE MONTIS,1-Gen-2007,5,MASULLAS,597,532,1129
3,5200956030,SARDEGNA,ORISTANO,UNIONE DI COMUNI PARTE MONTIS,1-Gen-2007,5,MOGORO,2177,2177,4354
4,5200956030,SARDEGNA,ORISTANO,UNIONE DI COMUNI PARTE MONTIS,1-Gen-2007,5,POMPU,139,139,278
5,5200956030,SARDEGNA,ORISTANO,UNIONE DI COMUNI PARTE MONTIS,1-Gen-2007,5,SIRIS,117,107,224
1,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,BANARI,301,309,610
2,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,BESSUDE,191,237,428
3,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,BONNANARO,472,549,1021
4,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,BONORVA,1806,1863,3669
5,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,BORUTTA,131,154,285
6,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,CHEREMULE,221,234,455
7,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,COSSOINE,465,435,900
8,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,GIAVE,294,292,586
9,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,POZZOMAGGIORE,1340,1377,2717
10,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,SEMESTENE,77,94,171
11,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,SILIGO,427,485,912
12,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,THIESI,1464,1541,3005
13,5200736020,SARDEGNA,SASSARI,MEILOGU,1-Gen-2008,13,TORRALBA,487,511,998
1,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,ALGHERO,19413,21228,40641
2,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,CASTELSARDO,2809,2928,5737
3,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,PORTO TORRES,11053,11338,22391
4,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,SASSARI,58972,64810,123782
5,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,SENNORI,3695,3680,7375
6,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,SORSO,7147,7153,14300
7,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,STINTINO,782,719,1501
8,5200736090,SARDEGNA,SASSARI,RETE METROPOLITANA NORD SARDEGNA,1-Gen-2021,8,VALLEDORIA,2081,2010,4091
1,5200736060,SARDEGNA,SASSARI,RIVIERA DI GALLURA,14-Lug-2014,4,BUDONI,2390,2456,4846
2,5200736060,SARDEGNA,SASSARI,RIVIERA DI GALLURA,14-Lug-2014,4,GOLFO ARANCI,1107,1181,2288
3,5200736060,SARDEGNA,SASSARI,RIVIERA DI GALLURA,14-Lug-2014,4,LOIRI PORTO SAN PAOLO,1622,1612,3234
4,5200736060,SARDEGNA,SASSARI,RIVIERA DI GALLURA,14-Lug-2014,4,SAN TEODORO,2303,2237,4540
1,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,AGGIUS,776,826,1602
2,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,AGLIENTU,588,583,1171
3,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,BADESI,919,979,1898
4,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,BORTIGIADAS,387,413,800
5,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,CALANGIANUS,2125,2142,4267
6,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,LUOGOSANTO,950,955,1905
7,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,LURAS,1299,1352,2651
8,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,SANTA TERESA GALLURA,2491,2527,5018
9,5200736080,SARDEGNA,SASSARI,UNIONE DEI COMUNI ALTA GALLURA,1-Gen-2008,9,TEMPIO PAUSANIA,6832,7114,13946
1,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,CARGEGHE,322,322,644
2,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,CODRONGIANOS,670,676,1346
3,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,FLORINAS,758,789,1547
4,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,ITTIRI,4422,4446,8868
5,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,MUROS,422,415,837
6,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,OLMEDO,2005,1996,4001
7,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,OSSI,2893,2983,5876
8,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,PUTIFIGARI,375,382,757
9,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,TISSI,1148,1141,2289
10,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,URI,1544,1472,3016
11,5200736050,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL COROS,1-Gen-2009,11,USINI,2199,2122,4321
1,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,ARDARA,409,391,800
2,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,ITTIREDDU,303,277,580
3,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,MORES,940,1005,1945
4,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,NUGHEDU SAN NICOLO',434,440,874
5,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,OZIERI,5370,5511,10881
6,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,PATTADA,1643,1610,3253
7,5200736040,SARDEGNA,SASSARI,UNIONE DEI COMUNI DEL LOGUDORO,1-Gen-2009,7,TULA,812,786,1598
1,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,CHIARAMONTI,848,887,1735
2,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,ERULA,395,371,766
3,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,LAERRU,480,465,945
4,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,MARTIS,272,281,553
5,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,PERFUGAS,1196,1219,2415
6,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,SANTA MARIA COGHINAS,711,719,1430
7,5200736010,SARDEGNA,SASSARI,UNIONE DEI COMUNI DELL'ANGLONA E DELLA BASSA VALLE DEL COGHINAS,1-Gen-2008,7,VIDDALBA,861,833,1694
1,5200736070,SARDEGNA,SASSARI,UNIONE DEI COMUNI GALLURA,1-Gen-2009,4,ARZACHENA,5723,5724,11447
2,5200736070,SARDEGNA,SASSARI,UNIONE DEI COMUNI GALLURA,1-Gen-2009,4,PALAU,1884,1888,3772
3,5200736070,SARDEGNA,SASSARI,UNIONE DEI COMUNI GALLURA,1-Gen-2009,4,SANT'ANTONIO DI GALLURA,822,797,1619
4,5200736070,SARDEGNA,SASSARI,UNIONE DEI COMUNI GALLURA,1-Gen-2009,4,TELTI,1124,1098,2222
1,5200736030,SARDEGNA,SASSARI,UNIONE DI COMUNI DI VILLANOVA,1-Gen-2008,5,MARA,331,351,682
2,5200736030,SARDEGNA,SASSARI,UNIONE DI COMUNI DI VILLANOVA,1-Gen-2008,5,MONTELEONE ROCCA DORIA,51,66,117
3,5200736030,SARDEGNA,SASSARI,UNIONE DI COMUNI DI VILLANOVA,1-Gen-2008,5,PADRIA,347,348,695
4,5200736030,SARDEGNA,SASSARI,UNIONE DI COMUNI DI VILLANOVA,1-Gen-2008,5,ROMANA,274,304,578
5,5200736030,SARDEGNA,SASSARI,UNIONE DI COMUNI DI VILLANOVA,1-Gen-2008,5,VILLANOVA MONTELEONE,1159,1216,2375
1,5201116030,SARDEGNA,SUD SARDEGNA,ARCIPELAGO DEL SULCIS,16-Giu-2011,3,CALASETTA,1372,1450,2822
2,5201116030,SARDEGNA,SUD SARDEGNA,ARCIPELAGO DEL SULCIS,16-Giu-2011,3,CARLOFORTE,3133,3168,6301
3,5201116030,SARDEGNA,SUD SARDEGNA,ARCIPELAGO DEL SULCIS,16-Giu-2011,3,SANT'ANTIOCO,5723,5773,11496
1,5201116020,SARDEGNA,SUD SARDEGNA,TERRE DEL CAMPIDANO,1-Gen-2008,5,SAMASSI,2598,2723,5321
2,5201116020,SARDEGNA,SUD SARDEGNA,TERRE DEL CAMPIDANO,1-Gen-2008,5,SAN GAVINO MONREALE,4332,4562,8894
3,5201116020,SARDEGNA,SUD SARDEGNA,TERRE DEL CAMPIDANO,1-Gen-2008,5,SARDARA,2039,2129,4168
4,5201116020,SARDEGNA,SUD SARDEGNA,TERRE DEL CAMPIDANO,1-Gen-2008,5,SERRAMANNA,4615,4644,9259
5,5201116020,SARDEGNA,SUD SARDEGNA,TERRE DEL CAMPIDANO,1-Gen-2008,5,SERRENTI,2512,2516,5028
1,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,BARUMINI,653,657,1310
2,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,COLLINAS,443,442,885
3,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,FURTEI,846,828,1674
4,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,GENURI,167,178,345
5,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,GESTURI,643,637,1280
6,5201116010,SARDEGNA,SUD SARDEGNA,UNIONE COMUNI MARMILLA,3-Set-2008,18,LAS PLASSAS,130,127,257
